narrative_id,scenario_id,language,script,code_mix_type,narrative_text_original,narrative_text_normalised,variant_type,narrative_completeness,chronology_style,emotionality_level,spelling_noise_level,speech_transcription_style,uncertain_language_present,irrelevant_information_present,reference_date,translation_parent_id,paraphrase_parent_id,source_type,language_reviewer_id,annotation_status,split
NAR000301_HI,SCN000301,hi,Devanagari,none,2026-07-14 को लगभग 19:27 बजे ऑनलाइन प्लेटफॉर्म पर रैनसमवेयर हमले की घटना हुई।,2026-07-14 को लगभग 19:27 बजे ऑनलाइन प्लेटफॉर्म पर रैनसमवेयर हमले की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-11,NAR000301_EN,,translated_review_required,,unannotated,train
NAR000302_HI,SCN000302,hi,Devanagari,none,लगभग 22:29 बजे मोबाइल ऐप पर चोरी की घटना हुई।,लगभग 22:29 बजे मोबाइल ऐप पर चोरी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-21,NAR000302_EN,,translated_review_required,,unannotated,test
NAR000303_HI,SCN000303,hi,Devanagari,none,"2026-07-14 को लगभग 16:10 बजे सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-07-14 को लगभग 16:10 बजे सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-28,NAR000303_EN,,translated_review_required,,unannotated,train
NAR000304_HI,SCN000304,hi,Devanagari,none,लगभग 10:13 बजे राजमार्ग पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 10:13 बजे राजमार्ग पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-04,NAR000304_EN,,translated_review_required,,unannotated,challenge
NAR000305_HI,SCN000305,hi,Devanagari,none,"2026-07-12 को लगभग 02:15 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई। संबंधित राशि: rs,।","2026-07-12 को लगभग 02:15 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-25,NAR000305_EN,,translated_review_required,,unannotated,validation
NAR000306_HI,SCN000306,hi,Devanagari,none,लगभग 11:39 बजे कार्यस्थल पर विवाद हुई।,लगभग 11:39 बजे कार्यस्थल पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-21,NAR000306_EN,,translated_review_required,,unannotated,train
NAR000307_HI,SCN000307,hi,Devanagari,none,2026-07-11 को लगभग 04:10 बजे ऑनलाइन प्लेटफॉर्म पर धमकी की घटना हुई।,2026-07-11 को लगभग 04:10 बजे ऑनलाइन प्लेटफॉर्म पर धमकी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-14,NAR000307_EN,,translated_review_required,,unannotated,train
NAR000308_HI,SCN000308,hi,Devanagari,none,2026-07-13 को लगभग 10:39 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-07-13 को लगभग 10:39 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-28,NAR000308_EN,,translated_review_required,,unannotated,train
NAR000309_HI,SCN000309,hi,Devanagari,none,"2026-06-25 को लगभग 17:33 बजे ऑनलाइन प्लेटफॉर्म पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।","2026-06-25 को लगभग 17:33 बजे ऑनलाइन प्लेटफॉर्म पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-08,NAR000309_EN,,translated_review_required,,unannotated,test
NAR000310_HI,SCN000310,hi,Devanagari,none,लगभग 13:25 बजे उल्लिखित स्थान पर धोखाधड़ी की घटना हुई।,लगभग 13:25 बजे उल्लिखित स्थान पर धोखाधड़ी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-26,NAR000310_EN,,translated_review_required,,unannotated,test
NAR000311_HI,SCN000311,hi,Devanagari,none,2026-06-29 को लगभग 15:13 बजे दुकान पर रैनसमवेयर हमले की घटना हुई।,2026-06-29 को लगभग 15:13 बजे दुकान पर रैनसमवेयर हमले की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-02,NAR000311_EN,,translated_review_required,,unannotated,test
NAR000312_HI,SCN000312,hi,Devanagari,none,"2026-06-21 को लगभग 04:31 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-06-21 को लगभग 04:31 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-10,NAR000312_EN,,translated_review_required,,unannotated,challenge
NAR000313_HI,SCN000313,hi,Devanagari,none,2026-07-02 को लगभग 17:40 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-07-02 को लगभग 17:40 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-06,NAR000313_EN,,translated_review_required,,unannotated,validation
NAR000314_HI,SCN000314,hi,Devanagari,none,मोबाइल ऐप पर चोरी की घटना हुई।,मोबाइल ऐप पर चोरी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-22,NAR000314_EN,,translated_review_required,,unannotated,challenge
NAR000315_HI,SCN000315,hi,Devanagari,none,लगभग 15:22 बजे घर पर विवाद हुई।,लगभग 15:22 बजे घर पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-10-29,NAR000315_EN,,translated_review_required,,unannotated,challenge
NAR000316_HI,SCN000316,hi,Devanagari,none,लगभग 00:46 बजे रेस्तरां पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 00:46 बजे रेस्तरां पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-14,NAR000316_EN,,translated_review_required,,unannotated,challenge
NAR000317_HI,SCN000317,hi,Devanagari,none,लगभग 02:25 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 02:25 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-07,NAR000317_EN,,translated_review_required,,unannotated,validation
NAR000318_HI,SCN000318,hi,Devanagari,none,"2026-07-10 को लगभग 06:10 बजे दुकान पर विवाद हुई। संबंधित राशि: rs,।","2026-07-10 को लगभग 06:10 बजे दुकान पर विवाद हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-11-22,NAR000318_EN,,translated_review_required,,unannotated,test
